Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
2,0,5,4,3,6,1,0,0,0,440.7,500.9,361.9,412.6,480.0,0
6,1,3,6,1,5,4,2,0,3,621.3,644.3,586.1,646.5,740.0,1
16,4,4,6,4,6,4,2,1,4,661.9,714.0,652.2,861.2,880.0,1
3,0,1,1,1,4,1,0,0,1,390.6,521.7,461.6,468.6,540.0,0
2,0,2,1,1,0,1,0,0,1,397.7,371.8,375.4,355.9,580.0,0
5,1,2,4,2,4,3,1,0,1,612.6,612.8,621.1,614.3,700.0,2
1,0,3,5,3,6,1,1,0,1,516.4,581.1,551.0,516.2,720.0,2
4,1,1,5,4,5,4,1,1,1,353.6,346.8,325.9,374.5,880.0,1
1,0,1,4,1,4,1,0,0,2,444.0,446.1,499.2,486.5,760.0,0
1,0,2,2,5,1,1,0,0,1,492.2,533.4,505.9,548.6,720.0,0
2,1,0,1,3,6,1,0,0,1,559.7,551.2,590.5,540.7,800.0,2
7,3,3,5,1,4,2,2,1,4,544.8,606.4,555.1,689.6,600.0,1
6,1,0,2,3,6,2,0,0,0,498.4,418.3,467.8,395.5,720.0,0
4,1,2,2,1,1,1,1,0,1,421.4,440.8,498.6,433.5,780.0,0
7,1,4,5,3,5,2,1,0,1,476.8,574.2,553.9,398.2,580.0,1
6,0,0,3,1,2,1,1,0,1,545.7,577.0,609.2,639.0,620.0,0
9,2,3,5,1,4,2,1,1,1,547.7,541.9,608.5,640.1,960.0,2
11,4,4,6,4,6,4,1,1,3,528.8,562.0,580.3,595.4,820.0,1
2,0,1,1,1,0,1,1,1,1,537.7,593.6,554.9,417.1,540.0,2
1,0,2,4,0,4,1,0,0,1,476.9,459.3,504.2,416.8,620.0,0
3,0,0,1,0,1,1,0,0,1,420.3,553.5,512.6,346.9,400.0,0
7,0,0,6,5,6,2,1,0,2,541.1,344.2,547.0,676.2,760.0,2
1,0,0,1,0,4,1,0,0,1,528.8,639.1,527.1,522.7,700.0,0
2,1,3,2,3,1,2,0,0,3,541.7,473.5,503.3,510.1,620.0,2
1,2,5,7,3,6,1,1,1,2,519.7,655.3,564.7,571.6,580.0,1
6,1,3,6,1,4,1,1,0,4,636.1,742.0,630.0,716.8,880.0,2
16,3,3,4,3,5,4,2,1,4,575.3,499.8,452.9,682.7,920.0,1
4,0,2,4,2,4,1,1,1,1,505.0,586.8,526.2,640.2,600.0,2
1,0,1,1,1,3,1,0,0,1,470.7,546.1,524.3,450.9,600.0,0
3,0,5,7,1,2,1,1,1,1,463.9,619.0,547.1,513.4,640.0,2
5,0,2,4,3,4,4,1,0,1,606.7,612.5,592.8,588.0,800.0,1
1,0,3,7,2,3,1,0,0,1,412.5,465.5,572.3,661.3,680.0,0
4,0,2,4,1,4,3,1,1,2,492.2,475.1,535.9,500.7,660.0,2
2,0,0,1,0,7,1,0,0,0,444.0,385.8,390.5,389.7,440.0,0
4,0,1,4,1,5,1,1,0,1,467.9,517.5,480.4,450.3,620.0,2
5,1,0,2,3,5,1,0,0,1,411.4,402.2,491.9,429.4,560.0,0
5,0,3,2,1,2,2,1,0,1,443.5,540.5,529.8,360.5,840.0,0
6,1,4,7,3,7,3,1,1,1,577.8,610.3,554.4,596.6,800.0,2
14,2,1,4,4,6,4,1,1,3,672.2,693.4,636.0,821.5,960.0,1
7,2,3,5,3,5,3,1,1,3,600.3,589.6,565.8,656.1,740.0,1
2,1,3,4,3,5,1,0,0,1,527.2,610.5,635.9,588.0,940.0,2
4,1,2,3,3,6,1,1,0,1,441.2,414.1,472.7,403.3,720.0,2
11,2,3,4,1,4,2,1,1,4,602.5,601.3,584.6,705.9,560.0,1
1,0,2,1,1,4,1,0,0,1,418.8,478.4,433.5,378.5,860.0,0
4,1,3,6,4,6,1,1,0,1,620.3,737.2,706.3,749.2,620.0,2
1,0,0,2,0,4,1,0,0,1,509.8,527.7,547.8,489.3,0.0,0
4,2,3,4,3,3,1,1,0,2,609.7,642.5,639.8,701.7,900.0,2
5,0,2,4,1,4,1,1,1,1,567.7,605.1,526.1,713.6,600.0,2
14,3,3,4,3,5,3,1,1,3,528.8,575.0,570.6,697.6,580.0,1
5,1,4,4,3,6,2,2,1,1,421.1,526.9,528.5,456.6,500.0,1
3,1,1,4,1,2,1,0,0,1,519.8,619.7,546.5,592.3,520.0,0
12,2,4,4,3,5,4,2,1,3,568.2,615.6,527.7,667.1,640.0,1
1,0,1,3,5,1,1,0,0,1,397.3,388.9,420.2,360.6,280.0,0
6,0,4,6,3,6,3,0,0,1,548.3,531.9,534.3,641.8,620.0,2
9,2,3,6,5,4,1,1,1,2,541.0,459.5,532.0,436.2,0.0,2
8,1,5,4,4,4,2,0,0,2,337.2,450.1,441.8,387.9,540.0,0
0,0,1,7,1,7,1,0,0,0,418.7,385.9,407.4,420.2,440.0,0
6,1,2,1,2,3,1,1,1,2,559.4,499.9,440.2,470.7,640.0,2
3,2,0,4,3,6,2,1,1,2,363.1,486.4,491.3,439.7,440.0,2
6,0,3,2,1,2,3,1,0,1,442.8,549.0,485.3,654.1,740.0,0
1,0,0,0,0,1,1,1,0,1,386.8,382.9,423.5,457.1,480.0,0
2,0,2,1,2,4,1,0,0,1,539.3,583.4,504.4,463.0,480.0,2
1,0,1,3,3,5,1,1,0,1,486.1,444.3,477.1,461.7,400.0,2
3,1,2,1,1,3,1,0,0,2,472.5,619.9,528.3,571.7,880.0,0
1,0,1,1,1,1,1,0,0,1,493.3,378.5,458.8,378.6,520.0,0
1,0,0,3,0,0,1,0,0,1,344.0,472.7,493.0,429.7,800.0,0
5,0,3,5,3,5,2,1,0,1,747.1,713.8,665.6,911.8,800.0,2
6,0,2,1,5,3,2,2,0,4,398.5,405.6,498.4,478.4,660.0,2
1,1,5,7,5,7,1,0,0,2,352.2,455.6,473.9,440.1,560.0,0
3,2,3,4,2,4,2,2,0,2,448.3,531.8,485.2,494.4,780.0,0
1,0,0,1,1,1,1,0,0,0,482.8,585.4,559.8,513.9,460.0,0
2,1,1,2,0,4,1,0,0,1,486.4,585.0,609.6,552.5,700.0,0
1,0,1,2,3,5,1,0,0,2,424.4,379.8,377.7,351.1,260.0,0
3,2,3,4,3,4,1,0,0,3,564.9,612.3,594.1,589.0,320.0,2
0,0,1,7,1,3,1,0,0,1,567.9,626.3,620.7,574.7,640.0,2
3,1,0,4,0,4,1,1,0,0,484.4,584.1,542.3,583.1,560.0,2
6,1,2,4,3,6,1,1,0,1,562.4,505.9,513.6,626.5,500.0,2
1,0,2,1,1,4,1,1,0,1,477.2,506.4,500.4,465.8,600.0,0
0,1,5,4,5,3,3,0,1,1,453.5,595.0,537.3,630.1,840.0,2
1,0,5,7,2,4,1,0,0,1,476.2,435.1,532.1,436.4,520.0,0
12,3,4,5,3,6,4,3,1,4,554.2,590.6,523.8,738.7,800.0,1
5,2,1,4,1,4,4,1,1,4,550.1,618.6,582.8,681.8,0.0,2
3,0,3,7,3,6,1,0,0,0,499.6,578.2,555.7,569.7,900.0,2
6,0,3,5,3,6,2,1,0,1,453.1,615.4,594.4,660.5,840.0,2
4,0,5,2,1,2,1,0,0,1,424.0,500.8,457.7,470.3,620.0,0
6,1,2,4,1,4,2,0,0,1,549.1,579.4,554.0,734.3,860.0,2
3,1,2,3,3,6,1,1,0,1,530.9,455.4,522.8,518.9,540.0,2
2,0,5,4,5,2,2,0,0,1,412.3,385.0,373.9,368.1,260.0,0
12,2,3,6,3,6,3,1,1,1,641.3,645.1,643.2,727.9,680.0,1
5,1,5,2,1,3,1,3,0,1,549.3,387.7,357.8,576.4,360.0,2
6,1,3,5,1,4,2,1,0,2,517.6,579.0,530.9,517.9,920.0,2
14,1,4,4,4,6,4,2,1,4,497.4,568.3,559.7,626.2,980.0,1
7,1,3,6,0,4,4,1,1,2,560.7,511.1,542.4,545.0,700.0,1
1,0,1,3,3,3,2,0,0,1,496.8,520.4,558.1,508.5,700.0,0
5,0,3,4,3,4,1,0,0,1,425.3,491.7,375.0,483.2,620.0,0
4,2,1,4,1,6,3,1,1,2,525.1,584.5,588.4,596.9,560.0,2
13,3,4,6,4,6,4,1,1,2,600.9,593.4,585.9,636.0,740.0,1
1,0,0,4,0,4,1,0,0,0,491.1,495.7,507.2,433.8,520.0,0
1,0,1,1,1,1,1,0,0,1,496.0,500.2,569.3,570.0,840.0,0
3,0,1,4,1,4,1,1,0,0,484.2,421.1,504.2,420.3,440.0,2
6,1,2,4,3,6,3,1,0,1,379.5,517.9,533.6,545.4,860.0,1
14,3,4,5,2,6,3,2,1,2,542.6,614.9,585.7,716.7,880.0,1
3,0,5,7,1,4,1,0,0,1,465.7,530.1,543.5,625.4,920.0,2
1,0,5,7,2,6,1,0,0,1,544.8,490.8,534.4,532.2,920.0,0
2,1,0,1,0,1,1,1,0,1,528.4,592.1,587.3,691.3,460.0,0
6,3,1,6,4,6,2,1,1,4,495.1,546.6,610.7,535.2,600.0,1
4,0,5,1,1,4,1,0,1,1,459.0,557.7,573.0,569.3,680.0,2
0,0,5,7,5,5,1,0,0,1,382.0,593.3,371.9,341.0,520.0,0
1,0,0,2,0,3,1,0,0,1,456.1,399.9,460.2,370.2,580.0,0
6,1,3,3,3,1,1,0,0,1,623.7,650.1,440.2,646.8,900.0,2
3,1,2,4,2,5,1,1,0,1,460.5,566.1,514.8,524.9,680.0,2
3,0,5,7,2,2,1,1,0,1,452.5,463.7,480.4,404.3,720.0,0
3,0,3,6,3,5,2,0,0,1,457.5,507.4,562.1,674.4,660.0,2
1,0,5,7,1,2,1,0,0,2,440.6,506.8,559.1,516.0,480.0,0
4,1,1,3,3,5,2,2,0,1,523.1,538.8,462.4,576.5,920.0,2
3,0,0,1,0,1,1,0,0,1,562.3,643.5,578.0,508.9,620.0,0
3,0,1,4,1,3,1,1,0,1,423.7,500.5,417.6,344.6,520.0,0
1,0,5,7,1,2,1,0,0,1,485.6,482.1,529.4,508.7,620.0,0
2,0,1,4,1,4,1,0,0,1,563.3,589.6,551.1,519.7,600.0,2
3,0,2,1,1,5,2,0,0,1,548.9,581.2,511.3,600.5,900.0,0
1,0,0,1,1,3,1,0,0,1,535.7,635.2,586.6,469.1,620.0,0
6,1,3,5,4,5,1,1,0,1,538.6,370.9,470.0,492.9,560.0,0
0,0,0,1,1,2,1,0,0,1,489.2,457.2,479.7,379.8,400.0,0
15,3,3,5,3,6,2,2,1,3,649.8,633.2,623.0,776.0,920.0,1
1,1,2,3,1,4,1,0,0,2,572.7,623.2,569.8,560.7,860.0,2
1,1,1,4,1,4,1,1,0,1,485.3,485.2,496.3,568.1,760.0,2
3,0,3,4,1,4,3,0,1,2,509.3,424.3,531.6,380.5,780.0,2
11,2,4,5,3,5,2,1,0,1,578.2,579.4,582.7,525.6,700.0,1
4,0,5,0,5,0,1,1,0,2,455.8,312.4,299.2,357.3,580.0,0
1,0,5,1,1,1,2,0,0,1,417.3,393.5,387.3,370.3,520.0,0
1,1,5,7,1,2,1,0,0,1,510.4,539.3,538.7,523.5,640.0,0
4,1,2,3,1,4,1,1,0,1,614.5,666.9,502.6,510.9,520.0,2
5,1,4,3,1,2,1,0,0,3,551.2,568.1,560.7,426.8,460.0,2
0,0,0,2,1,2,1,0,0,1,574.7,544.5,494.9,604.0,580.0,0
1,0,2,4,1,3,1,0,0,1,370.7,363.9,408.2,599.5,520.0,0
1,1,2,4,1,4,1,0,0,1,478.8,606.3,488.1,529.5,600.0,0
1,1,0,3,5,2,1,0,0,1,521.3,549.6,534.5,468.8,540.0,0
3,1,2,2,5,2,2,2,1,3,631.9,609.5,544.9,724.8,780.0,1
1,0,1,0,1,3,1,0,0,1,480.4,516.8,502.9,473.0,560.0,0
2,0,3,6,3,4,1,0,0,1,465.2,623.7,566.2,683.6,760.0,2
2,1,5,7,5,7,1,1,0,2,571.3,605.3,550.5,689.0,600.0,2
1,0,0,1,0,1,1,0,0,1,408.4,512.1,464.4,381.8,880.0,0
3,0,5,2,5,4,1,0,0,2,498.1,401.5,418.6,530.6,540.0,0
2,0,1,1,1,4,1,0,0,1,408.8,496.5,490.4,382.3,580.0,0
1,0,0,1,0,4,1,0,0,1,436.3,486.1,504.5,571.9,880.0,0
6,1,3,6,5,4,2,1,0,1,550.2,601.1,555.5,668.0,840.0,2
4,1,3,2,3,4,1,0,0,1,652.6,686.1,662.9,778.0,900.0,2
16,1,3,6,3,5,4,2,1,2,628.2,636.9,594.8,707.2,860.0,1
1,0,1,0,1,1,1,0,0,1,450.3,382.3,465.8,439.8,680.0,0
1,0,5,2,0,2,1,0,0,1,454.5,487.6,490.7,547.1,700.0,0
4,1,3,4,4,6,1,0,0,0,538.9,650.1,569.9,721.9,640.0,2
13,1,3,4,5,4,2,1,1,2,598.0,602.3,489.6,583.7,560.0,1
1,0,0,3,5,4,1,1,0,1,563.9,344.3,485.5,413.2,480.0,2
1,0,1,3,5,4,1,0,0,1,526.1,606.0,554.4,356.6,660.0,2
5,1,0,4,5,4,2,1,0,2,383.7,327.9,411.8,413.7,0.0,0
5,0,3,4,3,6,2,1,1,1,442.2,509.6,530.1,416.0,360.0,2
4,1,1,3,3,4,1,1,1,1,578.1,627.4,606.4,684.8,900.0,2
1,0,2,1,5,2,2,0,0,1,541.4,675.2,600.2,727.7,640.0,2
6,0,4,4,1,2,1,0,1,1,423.2,390.2,451.8,425.2,300.0,2
0,0,2,4,3,5,1,0,0,0,454.4,400.2,539.2,505.1,740.0,2
3,1,0,1,0,1,2,1,0,1,478.5,413.8,298.4,418.5,560.0,0
1,0,0,0,1,4,1,0,0,1,578.7,537.0,572.2,609.8,560.0,0
4,1,1,4,1,6,1,1,0,1,539.8,409.1,539.7,638.0,600.0,2
14,1,3,6,3,6,4,2,1,1,554.6,558.3,531.5,433.5,840.0,1
3,0,2,3,1,4,1,1,0,1,550.9,586.8,614.3,538.4,560.0,2
1,0,3,5,3,5,1,0,0,1,545.1,422.0,461.0,470.7,780.0,0
10,2,3,5,3,5,3,1,1,2,584.3,625.6,552.3,714.3,900.0,1
16,4,4,6,4,5,4,2,1,3,536.0,563.2,573.8,725.7,720.0,1
1,0,0,1,0,3,1,0,0,0,555.6,566.4,519.7,466.3,800.0,0
3,1,1,4,3,5,1,1,0,1,537.7,581.8,559.7,566.6,800.0,2
6,1,3,7,3,7,3,1,0,3,403.0,455.9,473.2,400.7,0.0,0
9,2,3,4,1,2,2,1,0,1,706.2,656.1,629.0,829.0,960.0,2
0,0,0,1,0,0,1,0,0,1,463.7,518.0,405.0,480.9,0.0,0
3,1,1,4,5,3,1,1,1,1,488.2,564.2,565.3,652.8,800.0,2
1,0,5,4,1,2,1,0,0,1,389.4,341.5,351.7,469.4,420.0,0
1,0,2,2,0,5,1,0,0,1,423.7,546.1,469.4,418.6,600.0,0
9,2,4,3,3,4,2,1,1,2,577.3,652.9,645.4,582.2,780.0,1
14,1,3,5,3,6,3,1,1,1,609.6,622.0,582.4,687.0,900.0,1
16,2,4,7,5,7,4,1,1,3,551.9,568.3,594.2,596.2,620.0,1
2,0,0,2,1,4,1,1,0,1,575.6,457.8,455.4,500.5,500.0,2
0,1,0,0,0,4,1,0,0,1,439.2,574.7,567.9,434.3,660.0,0
1,0,1,3,1,1,1,0,1,1,519.8,500.2,453.4,465.8,560.0,2
2,0,5,3,3,6,1,0,1,2,582.4,643.6,628.5,702.4,640.0,2
7,4,3,5,3,6,3,2,1,2,578.6,593.8,601.9,633.8,760.0,1
1,0,5,4,5,4,1,1,0,1,455.6,468.6,439.9,425.3,400.0,0
1,0,2,4,3,4,2,0,0,1,538.5,578.1,549.0,530.5,500.0,2
2,0,1,3,3,4,1,1,0,1,545.6,564.5,578.1,524.4,440.0,2
1,0,2,4,3,4,1,0,0,1,551.1,552.1,518.8,436.8,500.0,0
2,1,2,2,2,3,1,1,0,1,471.2,440.1,441.8,580.1,520.0,2
1,1,5,7,3,4,1,0,0,1,441.2,606.6,612.5,569.0,940.0,2
5,0,5,7,3,4,1,0,0,1,497.6,341.6,567.8,454.1,440.0,0
2,0,0,4,1,2,1,0,0,1,484.5,547.6,523.9,569.5,480.0,0
6,1,1,4,5,3,1,1,0,2,533.2,622.5,574.7,405.3,520.0,2
1,0,2,5,3,6,1,0,0,0,523.8,541.6,559.7,667.3,640.0,2
4,1,2,3,3,4,2,1,1,1,467.3,584.3,560.5,541.1,760.0,2
3,2,1,1,1,6,1,0,0,1,551.5,625.3,641.3,692.3,900.0,2
1,0,3,4,3,5,1,0,0,1,588.3,585.6,532.9,665.7,880.0,2
1,0,3,4,1,4,2,0,0,1,389.1,512.4,510.2,533.1,720.0,0
1,0,2,2,2,4,1,0,0,1,440.3,512.5,487.9,525.3,520.0,0
3,1,0,1,3,6,1,0,0,1,580.7,647.5,563.9,422.4,700.0,2
2,1,1,2,5,4,1,0,0,1,540.6,529.1,409.2,569.6,0.0,0
1,0,0,1,3,2,1,0,0,1,509.0,566.3,502.2,527.3,620.0,0
1,0,1,2,2,1,1,0,0,1,415.6,407.9,499.4,416.7,520.0,0
10,3,2,6,3,6,4,2,1,4,587.7,582.4,577.2,791.8,720.0,1
1,0,2,4,1,2,1,0,0,1,362.5,501.8,486.7,424.6,520.0,0
2,1,0,1,0,1,1,0,0,1,532.9,554.4,548.1,478.7,660.0,0
1,0,2,4,1,4,1,0,0,1,367.7,360.1,346.9,461.9,480.0,0
1,0,2,1,5,0,1,0,0,1,450.2,429.7,446.7,411.8,260.0,0
11,4,3,4,3,4,1,1,1,3,591.7,651.7,623.9,779.5,720.0,1
1,0,2,4,1,4,0,0,0,1,500.3,623.2,624.1,593.0,600.0,0
2,1,1,3,1,4,1,1,0,1,481.9,518.1,497.8,451.0,840.0,2
1,0,2,1,1,1,1,0,0,1,337.8,482.3,477.5,475.1,560.0,0
2,0,0,3,0,1,1,0,0,1,464.6,568.7,516.5,376.4,560.0,0
2,0,2,4,1,3,1,0,0,1,540.3,533.9,584.0,635.9,700.0,2
4,1,2,7,2,2,2,1,1,1,637.6,738.7,654.4,711.0,880.0,2
2,1,2,2,1,5,1,1,0,1,461.7,503.1,489.7,475.6,640.0,2
2,0,2,4,1,4,1,1,0,1,476.8,317.5,494.8,343.0,560.0,0
5,1,0,1,0,1,1,0,0,1,411.9,561.0,388.2,360.7,640.0,0
0,0,0,7,0,7,1,0,0,1,0.0,322.4,476.9,0.0,0.0,0
1,1,2,7,5,4,1,0,0,1,398.1,427.3,380.1,380.5,440.0,0
1,1,3,5,0,4,1,0,0,1,542.8,600.7,544.3,600.9,840.0,0
0,0,0,0,0,0,1,0,0,0,493.0,460.0,520.9,363.8,560.0,0
1,1,3,3,1,1,2,1,0,1,352.5,363.6,472.4,421.9,540.0,0
2,2,3,4,1,4,3,0,1,1,522.3,507.4,544.0,609.8,580.0,2
1,0,0,1,0,2,1,0,0,1,454.4,451.8,506.5,489.1,640.0,0
4,1,2,3,3,3,2,1,1,2,512.4,573.9,539.7,496.0,820.0,2
0,0,0,3,0,4,1,0,0,1,350.3,402.9,319.7,392.9,260.0,0
0,0,5,7,3,3,1,0,0,1,468.4,587.9,597.8,623.9,920.0,2
4,1,2,7,3,4,2,0,0,1,591.4,615.5,639.8,674.4,860.0,2
4,1,3,4,3,6,1,1,0,1,431.3,427.1,457.2,417.7,640.0,2
1,0,1,0,1,3,2,0,0,1,490.0,541.2,563.9,525.8,720.0,0
3,1,2,4,3,6,2,0,0,1,501.8,385.0,484.6,490.0,860.0,2
6,1,3,4,3,4,1,1,0,2,575.8,634.0,604.9,661.2,640.0,2
1,0,5,7,1,3,1,0,0,1,544.6,559.4,511.0,516.1,580.0,0
1,0,2,4,1,4,1,0,0,1,447.4,549.2,569.4,537.8,800.0,0
2,2,2,4,3,4,1,0,0,0,408.7,406.5,501.5,397.6,660.0,0
5,0,4,6,3,6,2,2,0,1,387.0,548.5,546.1,372.6,740.0,1
4,2,3,5,1,5,3,0,1,2,590.7,712.7,669.3,707.0,780.0,1
3,1,3,6,3,6,1,0,0,0,600.6,616.7,562.9,695.6,840.0,2
1,1,3,7,3,7,1,0,0,1,511.0,608.1,513.3,394.4,460.0,0
0,0,2,4,2,4,1,0,0,1,466.6,415.8,493.7,415.6,640.0,0
15,1,1,4,4,4,2,1,0,1,461.5,493.5,490.2,483.8,680.0,1
2,0,5,1,0,1,1,0,0,0,542.9,546.7,565.7,506.1,500.0,0
1,0,1,3,1,4,1,0,0,1,399.9,415.2,463.6,337.5,420.0,0
5,1,2,5,1,5,2,1,0,2,538.6,591.7,559.6,442.8,720.0,2
6,4,4,5,3,5,4,4,0,1,538.2,598.0,427.0,643.3,860.0,1
1,0,0,2,0,1,1,0,0,1,512.3,616.1,613.2,653.9,660.0,0
16,3,5,6,5,6,1,1,1,3,604.9,605.1,592.8,724.0,940.0,1
6,1,3,4,3,6,2,2,0,2,642.7,623.5,612.8,753.7,880.0,1
3,1,0,1,1,4,2,1,1,1,549.9,576.2,634.6,702.1,940.0,2
1,0,0,1,0,2,1,0,0,1,534.5,578.4,491.4,415.0,360.0,0
1,0,2,2,1,1,1,0,0,1,580.0,487.0,352.7,432.9,620.0,0
6,1,2,1,1,1,1,1,0,1,423.1,533.5,621.4,515.0,820.0,2
5,0,0,1,3,6,1,1,0,1,614.1,653.2,611.3,755.4,920.0,2
1,0,0,1,0,1,1,0,0,1,435.8,409.0,407.1,339.8,320.0,0
6,1,3,4,1,4,1,1,0,1,553.4,605.4,571.0,676.0,940.0,2
3,1,2,5,1,3,2,1,0,3,442.7,451.2,483.6,527.3,320.0,0
1,0,1,1,1,3,1,0,0,1,455.0,373.8,426.9,438.9,560.0,0
3,1,1,4,5,4,3,2,1,4,547.6,506.0,497.1,542.0,0.0,2
7,1,5,5,3,5,2,1,0,0,565.9,608.9,605.8,713.7,940.0,2
1,0,5,7,2,4,1,0,1,1,564.9,565.6,599.4,532.3,580.0,2
13,4,4,6,4,6,4,1,1,2,622.4,633.0,602.3,658.7,800.0,1
0,0,2,3,1,2,1,0,0,0,428.3,557.6,499.4,481.6,500.0,0
1,0,2,7,5,2,1,0,0,1,331.7,447.7,405.3,400.7,400.0,0
9,1,3,5,3,5,4,2,1,3,516.4,644.2,550.0,647.4,760.0,1
1,0,0,1,0,1,1,0,0,1,578.9,512.4,463.9,393.1,220.0,0
2,0,1,2,5,4,2,1,0,1,456.5,490.0,451.1,396.2,560.0,2
0,0,0,1,0,1,1,0,0,1,561.1,554.3,615.6,663.8,680.0,0
2,1,3,4,3,5,1,1,0,1,564.7,547.7,627.4,463.7,780.0,2
3,1,1,3,1,4,2,1,0,2,554.9,471.2,573.1,693.5,800.0,2
1,0,1,0,1,0,1,0,0,1,340.4,410.7,482.9,395.5,680.0,0
4,2,3,2,1,4,2,2,1,1,671.0,652.6,634.9,681.8,900.0,1
6,1,3,4,3,5,2,1,1,1,625.1,680.1,598.8,684.1,840.0,2
4,0,0,1,3,6,1,0,0,1,402.6,527.4,506.5,497.5,540.0,0
1,0,1,1,1,5,1,0,0,1,499.3,549.5,542.8,535.6,900.0,0
0,0,0,2,0,1,1,0,0,1,524.7,644.8,628.8,533.0,880.0,0
1,1,1,2,0,2,1,0,0,0,630.3,663.9,573.9,686.5,940.0,0
1,0,3,4,0,3,1,0,0,1,466.3,537.9,465.9,444.6,560.0,0
1,0,5,7,1,7,1,0,0,1,583.4,551.4,546.1,638.9,600.0,0
6,1,1,5,3,6,2,1,1,1,543.9,578.8,558.3,642.8,840.0,2
0,1,2,7,1,4,1,0,1,1,564.0,633.7,622.0,644.5,560.0,2
13,4,4,6,4,6,4,1,1,3,591.9,599.9,558.6,722.6,940.0,1
0,0,0,2,0,2,1,0,0,1,494.2,457.1,471.1,455.0,840.0,0
10,2,2,3,1,4,2,2,1,4,574.9,725.1,632.6,815.8,900.0,1
7,2,0,4,3,6,2,1,0,3,472.9,625.4,586.9,634.5,820.0,2
0,1,5,7,1,7,1,0,0,0,532.5,309.5,327.4,400.8,0.0,0
6,0,2,7,1,4,2,1,0,1,480.8,467.4,528.8,479.7,520.0,0
8,1,3,6,3,6,1,1,1,3,385.1,360.5,426.5,330.7,820.0,1
1,0,0,1,0,1,1,0,0,1,571.5,556.6,584.2,554.0,660.0,0
7,1,2,4,2,3,1,1,1,4,393.3,510.6,524.2,447.6,360.0,2
1,0,5,7,5,7,1,0,0,1,414.8,338.7,462.9,364.9,460.0,0
1,0,3,3,5,4,1,0,0,1,504.6,536.0,503.5,478.5,500.0,0
3,0,3,6,0,4,1,1,0,1,564.9,633.0,597.4,499.7,740.0,2
10,2,3,5,4,6,4,2,1,4,557.7,496.4,528.9,652.3,560.0,1
2,1,3,4,1,4,1,1,1,2,335.4,462.4,449.2,443.4,0.0,2
1,1,2,5,1,4,1,0,0,1,487.2,502.4,440.9,679.2,600.0,0
2,1,3,4,1,2,1,0,0,1,387.4,520.6,554.5,433.2,920.0,0
1,1,0,1,0,4,1,0,0,1,570.8,583.2,615.0,720.2,860.0,2
4,1,1,3,1,3,2,0,1,1,475.7,590.5,583.2,620.4,600.0,2
3,1,1,4,1,2,2,0,0,3,618.2,637.4,459.0,548.8,740.0,2
6,3,2,4,4,6,2,1,1,1,631.4,670.4,624.9,707.9,920.0,1
3,1,2,0,1,0,1,0,0,1,467.5,650.2,586.5,544.6,580.0,0
6,1,2,5,3,4,1,2,1,1,527.7,616.0,571.4,646.4,540.0,2
10,3,2,3,1,4,3,2,1,4,610.9,674.3,636.2,573.9,880.0,1
1,0,0,0,0,0,1,0,0,0,343.6,408.5,388.2,388.1,180.0,0
1,1,1,5,1,4,1,0,0,1,518.4,487.9,475.9,428.7,480.0,0
9,1,2,4,2,3,1,1,1,3,472.0,550.8,521.3,495.4,580.0,2
1,0,5,7,5,7,1,0,0,1,489.1,474.5,474.3,513.9,0.0,0
4,1,1,2,1,4,1,1,0,2,660.5,689.7,627.9,812.0,600.0,2
1,0,5,7,3,3,1,0,0,1,359.5,423.5,484.7,372.0,540.0,0
1,0,1,4,2,5,1,0,0,1,377.5,449.7,498.3,416.4,520.0,0
6,1,0,2,1,3,1,2,0,2,0.0,447.5,508.7,0.0,0.0,0
1,1,0,0,0,3,1,0,0,1,546.0,557.7,571.0,387.8,900.0,0
2,1,5,7,1,3,1,0,0,2,423.1,509.1,534.3,440.6,640.0,0
5,3,0,0,1,1,3,1,0,3,493.2,571.6,472.5,434.7,380.0,2
6,1,0,1,3,4,2,1,0,2,504.8,576.1,595.4,361.2,640.0,2
1,0,1,1,1,3,1,0,0,1,370.6,409.3,431.0,351.5,440.0,0
4,1,2,4,3,4,1,1,1,1,473.4,494.1,443.6,433.0,880.0,2
1,0,0,3,0,3,1,0,0,1,407.2,609.8,606.0,513.6,680.0,2
1,0,1,3,1,4,2,0,0,1,521.0,439.2,459.4,384.7,520.0,0
1,1,1,2,1,4,1,1,1,2,441.6,556.8,541.6,533.2,780.0,2
2,1,2,3,1,4,1,0,1,1,569.4,563.0,548.4,537.1,340.0,2
2,1,0,1,1,1,1,0,0,1,526.5,581.3,536.7,594.9,600.0,0
1,0,2,1,1,2,1,0,0,1,454.3,332.2,417.9,363.3,300.0,0
1,0,1,0,1,1,1,0,0,1,384.2,449.7,503.7,353.8,800.0,0
2,0,1,3,1,3,1,0,0,1,542.3,603.8,575.8,588.2,460.0,0
2,0,0,1,0,0,1,1,0,1,434.6,516.3,509.3,408.6,780.0,0
3,0,0,0,0,1,1,0,0,1,489.6,396.9,545.4,363.9,820.0,0
1,0,3,6,2,6,1,1,0,1,464.2,550.1,507.0,389.7,540.0,0
5,1,3,5,3,4,2,1,0,1,527.2,597.1,588.1,649.6,860.0,2
