Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
2,1,1,5,1,4,1,0,0,1,441.8,586.9,511.3,522.6,640.0,0
1,0,1,1,1,1,1,0,0,1,429.7,459.8,522.6,575.6,520.0,0
11,3,3,5,1,4,2,1,1,1,559.9,584.6,465.1,485.4,680.0,1
2,0,0,2,0,5,1,0,0,3,369.8,557.6,569.9,614.0,580.0,0
16,1,4,6,3,6,3,1,0,1,452.9,599.6,583.2,662.1,880.0,1
4,0,5,7,5,5,2,1,0,1,563.8,524.7,568.2,539.5,640.0,0
1,0,2,4,0,1,1,0,0,1,347.7,510.7,435.2,474.6,680.0,0
3,0,2,7,1,1,1,0,0,1,539.4,595.4,573.7,581.9,540.0,0
1,0,3,3,1,4,1,0,0,0,566.9,536.9,581.6,624.7,600.0,2
9,2,3,5,3,6,2,2,1,2,457.6,402.5,423.0,356.9,240.0,1
6,0,3,4,1,4,1,0,1,2,555.2,646.0,636.4,726.0,880.0,2
1,0,5,2,1,2,1,0,0,1,436.2,538.6,515.9,526.0,600.0,0
10,2,3,6,0,3,3,0,0,1,464.0,499.3,494.9,427.6,560.0,0
4,1,0,1,0,1,1,1,0,1,519.2,572.7,516.1,532.0,600.0,0
0,0,5,4,5,4,1,0,0,1,338.7,350.1,364.4,367.3,260.0,0
3,2,3,4,3,6,1,1,0,1,589.6,607.3,593.4,576.2,900.0,2
2,0,2,4,3,5,1,0,0,1,436.7,597.1,547.1,534.4,600.0,2
10,3,4,5,1,4,4,3,1,3,543.0,523.0,560.8,662.4,860.0,1
3,0,2,4,1,3,1,1,0,1,547.0,582.7,515.1,677.0,940.0,2
5,0,2,1,1,3,2,1,1,2,552.2,433.5,567.7,370.9,640.0,2
4,2,4,5,3,4,2,0,1,2,664.2,640.3,626.2,760.6,920.0,1
1,0,1,1,1,4,2,0,0,0,486.0,582.9,545.9,605.6,820.0,0
2,0,3,2,1,4,1,0,0,1,417.6,485.7,540.2,537.5,520.0,0
4,1,1,4,3,4,1,1,1,3,422.0,392.2,511.7,466.4,900.0,2
2,0,4,5,1,2,2,0,0,1,518.6,491.0,515.9,548.2,620.0,0
1,0,1,4,1,4,1,0,0,1,0.0,522.4,442.0,0.0,560.0,0
5,1,3,5,3,5,1,0,0,0,629.1,587.6,659.1,787.2,700.0,2
0,0,3,5,3,5,2,0,0,1,596.4,596.8,569.3,625.2,520.0,2
9,1,2,4,2,4,1,1,1,2,492.7,550.3,557.4,669.7,800.0,2
1,0,1,1,2,1,1,0,0,1,411.0,379.0,476.5,374.0,0.0,0
7,1,2,4,2,4,1,2,1,1,599.0,656.6,614.7,694.1,500.0,2
2,0,2,3,1,3,1,1,0,1,446.1,523.2,496.6,437.5,560.0,2
6,1,3,4,3,5,3,1,1,2,612.5,625.4,571.5,675.0,780.0,1
9,1,3,3,1,4,2,2,1,2,550.6,462.8,510.4,635.4,560.0,2
1,0,5,7,5,3,1,0,0,1,419.9,399.0,461.7,447.3,380.0,0
2,1,3,4,2,4,2,0,1,3,494.1,618.4,586.2,567.7,800.0,2
1,0,2,7,1,3,1,0,0,1,487.0,345.8,402.6,395.9,0.0,0
0,0,0,2,0,4,1,1,0,1,385.9,483.4,470.9,574.6,540.0,0
4,0,2,3,3,4,1,1,1,1,556.7,548.1,538.7,644.5,780.0,2
0,2,5,7,5,7,2,1,1,1,432.2,458.1,384.7,386.0,400.0,2
2,0,1,4,5,7,1,0,0,1,555.8,500.4,528.3,551.6,720.0,2
3,3,4,5,1,2,1,2,0,1,517.9,483.0,553.2,466.6,720.0,0
6,0,2,2,1,2,1,0,0,1,461.8,496.0,466.3,359.4,580.0,0
10,1,3,6,3,6,3,1,0,2,504.9,497.2,527.0,518.4,740.0,1
4,0,5,7,3,4,1,2,1,4,539.1,528.1,535.6,426.8,500.0,1
1,1,1,4,1,4,1,0,0,1,490.2,592.4,525.9,609.9,520.0,0
2,0,2,2,1,4,1,0,0,1,516.3,593.4,576.6,596.7,920.0,0
2,0,0,1,1,3,1,0,0,1,440.6,648.9,609.3,581.8,600.0,0
1,0,2,4,1,4,1,0,0,1,385.6,515.7,535.8,448.0,720.0,0
1,1,1,7,1,4,1,0,0,0,536.8,412.7,487.7,388.9,600.0,0
1,0,2,7,2,4,1,0,0,1,559.0,481.4,552.3,468.3,760.0,0
2,0,1,3,1,4,1,0,0,1,501.3,577.0,521.5,529.8,580.0,0
3,0,2,4,1,2,2,1,0,1,491.6,442.4,458.9,431.4,460.0,2
3,1,2,4,1,4,1,1,0,1,588.0,454.8,492.0,470.4,640.0,2
7,3,3,2,1,2,1,1,1,3,574.0,627.2,613.3,635.2,800.0,1
6,1,5,1,5,1,1,0,0,1,564.7,578.6,562.0,519.3,360.0,0
5,1,0,1,3,6,1,1,1,1,454.9,451.9,391.3,432.8,900.0,2
2,1,5,4,5,4,1,1,0,1,376.1,419.5,365.7,425.4,800.0,0
4,0,3,4,1,4,1,1,0,1,548.7,590.8,630.2,486.8,920.0,2
3,1,2,1,1,5,1,1,0,2,571.5,555.4,552.2,511.6,500.0,2
1,0,5,5,5,3,1,1,0,1,487.4,535.3,512.5,499.6,460.0,0
2,0,1,4,5,4,1,0,0,0,524.2,400.8,433.4,382.6,320.0,0
8,0,4,6,3,6,4,2,1,2,447.8,385.4,330.4,569.4,580.0,1
7,1,3,4,4,5,3,1,0,1,499.0,625.1,597.9,482.1,760.0,1
2,0,1,2,1,4,1,1,0,1,560.8,625.3,604.7,695.8,940.0,2
15,3,4,3,5,4,2,0,1,2,740.5,730.6,659.4,859.0,940.0,1
1,0,1,1,1,2,1,0,0,0,464.7,453.4,471.9,423.1,580.0,0
6,3,3,5,3,3,2,1,1,4,448.4,550.1,524.7,510.4,840.0,1
6,3,3,5,5,4,1,1,0,2,604.9,626.9,553.9,725.7,840.0,2
1,1,3,7,1,7,2,1,0,1,508.8,491.6,435.1,647.3,520.0,0
2,1,0,3,5,7,2,1,0,1,462.9,403.6,427.6,394.1,580.0,0
2,1,4,5,1,5,1,1,0,1,512.0,370.6,424.8,602.1,500.0,0
1,1,5,7,3,3,1,0,1,1,509.2,622.0,551.7,665.2,760.0,2
9,2,4,5,4,6,2,1,1,4,494.4,395.5,412.2,503.0,600.0,1
0,0,1,2,1,2,1,0,0,1,382.6,341.6,499.9,608.7,0.0,0
14,1,3,4,1,5,4,4,0,2,431.6,549.2,528.1,626.6,540.0,2
6,1,3,5,3,4,4,1,0,2,448.1,410.3,462.1,523.9,0.0,0
16,4,4,5,1,6,4,2,1,3,644.6,685.3,693.5,759.7,900.0,1
11,1,3,6,5,6,2,1,1,1,536.2,594.5,592.2,672.3,880.0,1
10,1,4,5,5,4,1,1,0,1,677.4,668.9,658.3,892.3,740.0,2
1,1,1,3,1,2,1,1,0,1,477.8,543.0,499.5,527.2,600.0,2
9,1,2,2,3,5,2,2,0,2,531.3,503.8,451.3,498.9,680.0,1
6,1,0,0,1,1,2,1,1,2,511.3,591.2,575.5,348.7,620.0,2
1,0,5,0,1,1,1,0,0,1,439.0,385.7,455.6,357.3,540.0,0
11,1,4,6,4,6,4,2,1,2,596.7,562.1,536.3,673.0,620.0,1
1,2,3,3,3,7,2,1,0,1,544.6,633.6,617.1,503.1,640.0,2
1,0,5,0,5,1,2,0,0,1,447.2,485.2,433.2,426.0,0.0,0
2,1,1,4,1,4,1,0,0,1,460.3,444.1,469.8,546.6,400.0,0
8,1,2,2,3,6,1,1,1,1,579.4,611.8,611.7,657.7,800.0,2
11,2,2,4,3,5,2,2,0,1,623.7,640.8,630.1,734.4,580.0,1
6,0,2,3,1,3,1,1,0,1,565.5,506.9,570.3,577.4,640.0,2
2,0,2,2,1,4,1,0,1,0,604.6,653.0,641.2,632.6,760.0,2
6,1,0,3,2,2,2,1,0,1,555.9,595.4,585.0,662.7,720.0,2
3,1,2,4,3,5,1,1,0,1,587.4,635.7,654.7,631.9,860.0,2
5,1,5,4,4,5,3,1,0,3,494.0,591.7,574.2,713.6,560.0,1
8,1,4,5,4,6,2,1,0,1,539.4,568.3,572.1,536.7,680.0,1
1,0,1,3,0,3,1,0,0,1,457.8,328.6,364.7,346.8,320.0,0
2,0,5,4,1,4,1,0,0,1,481.6,337.3,410.5,416.6,360.0,0
1,1,3,4,3,4,1,1,0,1,556.9,487.1,586.5,648.7,920.0,2
4,1,0,4,3,6,1,1,0,1,550.2,549.8,558.4,604.3,360.0,2
7,2,3,3,3,6,2,2,1,2,515.9,582.8,578.4,709.9,880.0,1
12,4,3,6,3,6,3,1,1,2,646.9,657.9,676.4,771.2,820.0,1
5,2,3,6,3,5,1,1,0,1,452.8,594.5,585.8,682.5,680.0,2
6,1,3,5,3,6,1,2,1,3,618.0,670.4,653.0,777.5,980.0,1
2,1,1,7,1,7,1,0,1,1,512.4,551.3,567.7,529.0,500.0,2
3,1,3,5,5,5,2,0,0,2,397.2,418.7,478.5,471.3,400.0,0
2,0,1,1,5,1,1,1,0,2,369.3,530.4,547.6,357.3,660.0,0
0,0,0,0,0,0,1,0,0,1,485.7,326.6,396.3,338.7,320.0,0
3,0,2,5,1,2,1,0,0,1,420.1,482.7,464.2,377.7,640.0,0
0,1,4,1,3,5,1,0,0,0,410.9,558.1,512.6,638.5,760.0,2
2,2,3,4,3,4,2,0,0,1,467.5,626.9,613.7,520.1,560.0,2
1,0,5,2,5,2,1,1,1,1,348.6,458.4,454.1,551.1,880.0,2
6,2,3,2,3,4,3,1,0,1,519.9,595.9,543.4,472.6,900.0,1
12,1,3,5,5,5,2,1,1,2,532.3,579.3,628.4,539.3,680.0,1
10,3,4,5,3,5,3,3,1,3,401.6,544.7,415.7,601.7,900.0,1
9,2,3,6,3,5,1,1,1,2,562.2,605.9,564.3,645.1,440.0,1
2,0,2,7,1,4,1,1,0,1,434.1,479.1,529.6,554.2,520.0,0
16,4,4,5,3,5,2,1,1,2,425.0,533.2,549.5,539.8,780.0,1
2,1,1,4,1,3,2,1,0,1,413.2,482.2,493.8,564.6,460.0,2
3,1,2,2,3,4,1,0,0,1,553.4,481.9,504.5,421.1,560.0,2
0,0,0,0,0,0,1,0,0,1,573.0,596.6,438.3,656.5,940.0,0
0,1,1,4,1,4,2,0,0,1,488.5,578.3,574.9,593.0,900.0,0
2,1,3,4,3,5,1,0,0,1,406.7,430.8,455.9,381.0,560.0,0
7,0,0,0,1,3,1,0,0,1,487.5,393.7,614.3,670.7,680.0,0
7,0,3,5,3,5,2,1,0,2,435.9,436.8,498.2,467.8,800.0,2
2,1,5,2,2,2,1,0,0,0,484.5,547.4,585.7,634.0,460.0,0
6,4,2,2,3,5,1,0,1,2,516.6,551.5,546.0,615.7,680.0,1
5,1,2,3,1,3,1,0,0,2,508.7,567.2,524.1,471.3,500.0,2
7,1,3,4,3,6,2,2,1,1,532.8,551.1,549.2,655.7,600.0,1
3,2,4,6,3,4,2,1,1,2,489.9,651.6,576.6,575.3,940.0,2
3,0,2,3,1,3,2,1,0,1,504.9,555.4,568.5,604.4,920.0,2
2,0,5,7,1,4,1,0,0,1,453.4,403.2,497.6,543.7,420.0,0
1,0,0,1,0,4,0,0,0,1,469.7,445.9,466.1,430.3,480.0,0
1,0,1,2,1,2,1,0,0,1,508.0,538.7,535.0,404.1,780.0,0
1,0,5,3,3,4,1,1,0,2,471.4,538.7,523.3,490.0,580.0,0
1,0,0,3,0,2,1,0,0,0,463.1,438.2,495.0,398.3,460.0,0
2,0,1,2,1,3,1,0,0,0,473.2,548.1,555.8,563.9,440.0,0
1,1,1,4,1,6,1,1,0,1,536.8,542.4,487.6,409.0,900.0,2
1,0,1,2,1,4,2,1,0,1,383.0,545.6,513.1,395.2,480.0,2
5,0,3,4,3,4,2,1,0,2,565.6,614.7,571.7,717.7,840.0,2
7,0,3,6,5,3,1,1,0,1,596.3,543.1,597.3,682.5,680.0,2
1,1,3,7,1,1,1,1,0,1,550.1,0.0,324.0,410.7,600.0,0
4,1,3,5,4,6,3,2,1,1,506.0,543.4,539.5,615.1,560.0,1
6,1,4,4,4,6,2,1,0,3,573.0,637.5,608.9,733.8,880.0,1
3,0,5,4,1,3,1,0,0,1,0.0,508.8,544.9,0.0,880.0,0
1,0,0,1,1,2,1,0,0,1,419.4,529.9,534.8,493.9,440.0,0
6,1,3,6,3,6,1,1,1,1,518.8,477.1,452.9,661.7,720.0,2
4,1,1,1,1,2,1,0,0,1,441.8,397.6,495.4,333.5,580.0,0
11,2,3,6,3,6,3,2,0,3,472.9,549.0,572.0,513.4,700.0,1
9,2,3,4,4,6,2,1,0,2,518.5,540.8,589.1,738.9,640.0,1
14,2,4,5,4,5,4,2,1,4,593.4,578.8,638.8,638.1,700.0,1
8,4,3,4,3,5,3,1,1,2,599.4,594.2,578.4,732.6,920.0,1
8,1,5,5,3,6,3,1,0,2,567.4,603.4,599.4,492.3,860.0,1
12,3,3,4,4,5,4,1,1,2,579.3,584.2,577.0,616.6,880.0,1
6,2,1,4,3,4,2,1,1,3,532.2,528.9,563.6,505.4,520.0,1
8,1,3,6,3,5,1,1,0,1,634.3,660.3,568.9,673.0,920.0,2
15,2,4,6,4,6,4,2,0,4,532.3,578.3,565.7,680.6,840.0,1
4,1,1,4,3,3,3,1,0,1,428.6,421.9,508.3,391.8,520.0,1
3,0,0,4,0,4,1,0,0,0,474.8,570.0,538.8,488.3,640.0,0
2,1,2,3,2,4,2,1,1,3,378.3,442.4,439.5,434.4,580.0,2
1,0,2,1,5,2,1,0,0,1,489.3,476.5,456.1,340.5,0.0,0
0,0,0,0,0,1,1,0,0,1,421.6,335.8,420.9,357.8,460.0,0
2,1,0,0,1,0,1,1,0,1,464.2,495.1,501.6,385.5,400.0,0
2,1,0,1,0,1,1,0,0,1,463.0,537.5,536.5,513.9,560.0,0
7,0,3,3,3,3,4,4,1,4,501.5,484.7,509.0,582.5,920.0,1
0,0,1,1,1,1,1,0,0,1,479.5,493.0,485.9,452.8,600.0,0
2,0,2,4,3,7,1,1,0,2,0.0,500.5,506.0,0.0,460.0,0
1,0,1,1,1,1,1,0,0,1,517.9,567.1,568.7,661.5,900.0,0
7,1,3,5,3,5,2,2,0,1,529.7,339.4,340.3,594.5,660.0,0
5,0,1,3,1,3,2,1,0,3,351.2,335.4,435.1,435.3,700.0,0
16,4,4,5,4,6,4,2,1,4,739.9,737.1,711.7,900.3,920.0,1
5,1,1,4,1,4,1,1,0,1,534.3,613.2,596.2,737.0,920.0,2
15,4,4,6,4,6,4,2,1,4,667.2,628.7,633.7,771.4,940.0,1
3,1,1,1,1,2,1,0,0,1,483.9,486.4,542.1,541.4,640.0,0
5,0,3,4,3,5,3,1,0,1,467.0,389.9,383.9,438.8,460.0,0
1,0,0,2,0,7,1,0,0,2,447.2,386.2,424.3,433.7,0.0,0
1,1,1,4,1,4,1,0,0,2,375.4,509.6,571.5,345.4,320.0,0
2,0,2,1,1,3,1,0,0,2,480.4,432.5,487.1,366.8,440.0,0
8,0,1,4,1,5,2,0,0,2,510.8,575.0,512.8,638.1,740.0,2
3,0,2,7,1,1,3,1,0,1,594.0,382.9,441.2,661.5,640.0,2
1,0,0,0,0,0,1,0,0,1,440.8,450.5,465.2,363.4,260.0,0
4,0,2,4,5,4,1,0,0,0,330.8,439.9,448.7,409.7,580.0,0
0,0,0,0,0,0,0,0,0,0,402.0,384.5,436.6,336.1,360.0,0
7,0,2,4,2,4,3,1,1,2,557.4,548.2,514.1,574.8,680.0,2
14,3,4,5,3,5,3,2,1,1,669.7,592.2,598.9,721.2,620.0,1
11,2,4,6,4,6,3,2,1,3,582.1,600.5,608.4,562.6,680.0,1
4,2,3,5,3,5,1,0,0,1,394.1,400.7,415.3,339.6,0.0,0
10,1,0,5,4,6,3,1,1,2,656.5,616.8,631.3,836.1,900.0,1
1,0,0,2,1,2,1,0,0,1,494.5,485.4,503.8,336.7,720.0,0
7,2,3,5,1,6,1,1,1,1,490.6,477.9,562.8,601.4,740.0,1
13,2,4,6,3,4,3,2,1,3,571.9,502.4,530.7,593.6,540.0,1
6,1,3,4,3,6,2,1,1,2,470.4,553.0,547.0,535.1,800.0,2
3,0,3,5,2,4,1,0,1,2,518.0,614.9,520.1,598.5,460.0,2
4,0,1,2,0,2,1,1,0,1,405.2,509.7,517.6,376.3,460.0,0
0,0,2,4,5,7,1,0,0,1,581.9,608.6,565.2,551.1,400.0,2
1,0,3,6,3,6,1,0,1,1,679.6,657.1,593.0,754.3,920.0,2
1,0,1,7,1,3,1,0,0,1,453.7,515.6,511.5,453.5,760.0,0
2,0,1,7,1,4,1,0,0,1,406.4,486.7,480.2,412.5,420.0,0
1,1,0,2,0,4,1,1,0,1,450.5,459.4,443.3,481.9,600.0,0
2,0,1,4,2,4,1,0,0,1,354.4,456.7,542.7,422.6,640.0,0
0,1,1,7,5,2,1,0,0,1,535.6,576.6,542.0,493.7,560.0,0
2,0,0,1,3,4,1,0,0,0,541.0,609.2,600.7,450.0,760.0,2
2,1,3,5,5,4,1,0,0,1,491.2,591.5,567.5,422.5,880.0,2
1,1,2,4,3,4,1,1,0,1,492.4,557.9,515.2,603.3,660.0,2
2,0,2,1,1,5,1,0,0,1,385.1,442.6,459.3,448.4,580.0,0
16,3,4,5,4,6,4,2,1,4,561.6,660.0,675.3,802.4,560.0,1
3,0,1,4,1,4,1,0,0,1,541.8,414.5,543.4,368.4,540.0,0
3,2,5,6,3,7,2,1,0,2,479.2,389.5,321.1,526.2,900.0,0
6,1,3,4,3,6,2,1,0,2,601.4,599.5,493.9,653.1,820.0,2
5,0,1,4,1,5,1,0,0,1,520.6,582.2,577.0,534.2,600.0,2
2,0,1,3,1,3,1,0,0,1,419.9,444.2,367.9,357.8,0.0,0
3,1,0,1,1,4,1,0,0,1,501.5,601.5,503.8,616.3,600.0,0
2,0,3,3,1,4,1,0,0,1,464.9,545.5,523.4,357.8,920.0,0
3,1,2,4,3,4,1,1,1,2,655.6,660.8,572.2,684.6,600.0,2
7,3,1,5,3,6,3,2,0,2,406.9,565.2,562.2,479.3,920.0,1
3,1,0,1,0,1,1,0,0,0,424.5,498.2,500.6,448.8,340.0,0
11,1,3,2,3,5,2,1,0,1,559.2,594.2,550.6,480.8,680.0,1
1,1,5,1,1,1,1,0,0,1,435.2,448.2,397.7,406.6,340.0,0
1,0,1,4,1,4,1,0,0,1,414.8,445.1,577.2,529.8,880.0,0
1,0,5,7,5,4,1,0,0,1,545.6,594.6,455.5,565.5,440.0,0
6,1,2,4,3,5,1,1,0,1,489.6,541.1,585.6,556.0,580.0,2
0,0,5,7,1,3,1,0,0,1,586.6,624.9,613.0,620.9,760.0,2
2,1,5,4,1,4,1,0,1,1,401.4,428.8,455.0,343.2,560.0,2
2,1,2,1,1,3,2,1,0,1,577.6,605.0,624.2,426.4,740.0,2
3,2,1,1,1,5,2,1,0,2,616.7,640.4,614.6,688.0,920.0,2
1,0,5,4,1,3,1,0,0,1,474.3,581.1,532.3,514.9,520.0,0
7,2,2,4,1,5,2,2,1,3,451.5,564.4,552.3,550.0,500.0,1
2,0,0,1,2,6,1,0,0,1,515.0,512.2,510.4,474.0,380.0,0
2,0,0,3,1,5,1,0,0,1,486.7,527.7,561.7,481.1,520.0,0
3,1,1,4,3,6,1,0,0,1,499.1,619.0,569.0,612.2,860.0,2
1,0,3,2,5,2,1,0,0,0,506.7,516.3,466.1,362.5,820.0,0
7,1,2,4,1,4,2,1,1,2,393.3,616.7,575.2,544.9,540.0,2
16,2,4,5,3,5,4,2,1,2,410.1,592.5,527.9,447.4,560.0,1
4,0,2,1,3,5,2,1,0,1,636.6,570.5,591.3,517.9,600.0,2
9,0,2,2,1,3,1,1,0,2,544.4,452.7,462.0,409.1,460.0,2
3,0,3,4,3,4,2,1,0,1,514.7,429.9,452.1,613.2,500.0,0
1,0,0,2,0,2,1,0,0,1,591.5,419.1,487.6,457.6,580.0,0
6,2,3,2,3,6,2,1,0,1,418.6,561.0,552.6,538.1,700.0,1
4,1,3,5,5,4,1,1,1,3,410.2,444.0,468.9,453.9,620.0,2
9,2,2,3,3,6,1,1,1,1,454.8,551.5,494.5,536.3,620.0,2
2,0,2,3,1,4,2,0,0,1,492.8,543.3,554.2,578.3,840.0,0
6,1,4,6,3,6,2,1,1,3,0.0,529.2,545.5,0.0,640.0,0
1,0,2,7,1,7,2,1,0,1,476.2,510.6,481.2,338.0,620.0,0
1,0,1,1,3,4,2,0,0,2,457.5,536.7,509.6,540.5,720.0,0
1,1,1,1,1,1,2,1,0,1,494.0,487.8,503.7,474.8,820.0,0
5,1,3,4,3,5,2,1,1,1,623.9,592.0,568.1,696.2,940.0,1
4,1,2,7,1,4,1,1,1,2,521.3,501.1,613.9,570.3,680.0,2
2,0,0,2,0,2,1,0,0,1,491.5,509.3,515.3,615.3,860.0,0
7,1,2,3,2,2,1,1,1,1,451.0,511.1,480.2,495.5,840.0,2
5,2,3,4,3,4,2,1,1,2,482.0,560.1,542.0,565.4,860.0,2
9,1,3,4,1,4,2,0,1,3,537.8,489.2,495.7,524.4,600.0,2
6,1,3,6,5,4,1,1,1,1,347.2,488.9,442.5,368.3,340.0,2
0,0,5,4,1,1,1,0,0,0,404.7,444.2,455.3,453.3,680.0,0
0,0,0,2,0,2,1,0,0,1,439.3,537.6,532.9,513.3,360.0,0
4,0,2,4,1,4,2,1,0,1,374.8,453.0,365.4,376.9,600.0,0
1,1,1,2,1,2,1,0,0,1,508.5,445.9,561.1,454.2,820.0,0
7,1,1,6,1,4,2,1,1,1,577.6,607.0,531.0,642.4,600.0,2
4,1,3,2,1,5,1,4,0,3,674.7,696.0,646.7,938.6,900.0,1
4,1,2,4,4,6,2,1,1,1,501.0,585.0,553.7,591.9,760.0,2
2,1,1,4,4,4,2,0,0,1,463.0,364.4,504.2,336.7,540.0,0
2,0,1,4,2,4,1,1,0,1,578.8,593.4,612.4,736.3,780.0,2
1,1,2,2,1,2,1,0,0,1,436.3,540.3,525.9,457.5,500.0,0
1,0,0,2,0,4,1,1,0,1,470.7,478.4,466.3,433.5,480.0,0
5,0,2,2,3,5,1,1,0,0,555.7,447.8,505.4,575.7,500.0,2
1,0,1,6,0,4,1,0,0,1,444.5,467.3,465.7,437.0,580.0,0
1,0,2,2,1,2,1,0,0,1,435.6,452.8,441.2,397.7,680.0,0
3,0,1,2,1,2,1,1,0,1,437.5,500.0,501.6,333.4,420.0,0
1,1,1,0,2,2,1,0,0,0,532.7,615.8,600.6,675.2,480.0,0
2,1,0,4,5,2,2,0,0,4,506.5,461.0,523.0,435.4,420.0,2
1,0,5,7,5,4,1,0,0,1,402.1,432.5,433.5,383.0,520.0,0
7,1,5,4,4,6,1,0,0,0,355.1,571.6,528.4,819.1,480.0,0
3,0,2,4,3,4,2,0,0,1,526.8,575.2,521.3,569.4,600.0,2
14,1,4,6,4,6,4,3,0,3,541.3,306.2,396.1,634.2,840.0,1
2,0,0,4,1,2,2,0,0,1,490.1,507.6,512.5,408.3,640.0,0
4,1,2,2,3,6,1,1,0,1,474.2,518.7,544.7,537.7,560.0,2
4,1,2,4,5,4,1,0,0,1,335.4,383.8,457.0,655.6,560.0,0
3,1,2,3,2,3,3,1,0,4,424.0,546.2,412.3,467.4,580.0,0
1,0,5,4,1,2,1,0,0,2,470.3,554.0,522.2,530.4,420.0,0
0,0,0,0,0,0,1,1,0,1,456.9,447.8,389.2,386.1,480.0,0
8,1,3,4,3,4,2,0,1,2,587.7,657.4,674.2,705.6,900.0,1
2,0,0,4,1,4,1,0,0,2,476.2,543.6,496.9,471.9,360.0,0
1,0,1,1,1,1,1,0,0,1,448.8,419.8,416.8,353.0,0.0,0
5,0,1,5,3,5,1,1,1,1,537.1,561.9,562.4,627.5,540.0,2
1,1,0,0,0,3,1,0,0,1,578.2,558.3,578.7,637.2,360.0,0
14,1,4,5,5,5,4,1,0,1,698.7,629.5,663.0,854.9,900.0,1
4,0,1,4,3,4,1,1,0,1,416.4,414.4,425.1,579.1,560.0,2
5,2,2,3,2,4,2,2,0,2,611.9,657.0,651.1,638.0,880.0,1
2,1,1,3,1,3,1,0,0,1,460.1,437.0,446.9,345.4,600.0,0
3,1,3,4,1,4,2,0,1,4,402.3,375.7,431.1,441.5,320.0,2
5,3,3,4,3,4,3,2,0,3,682.5,701.1,669.4,720.4,880.0,1
11,3,3,6,3,5,2,2,1,2,561.0,579.9,535.0,668.1,600.0,1
6,1,2,3,5,4,1,2,1,3,0.0,561.3,588.5,0.0,820.0,0
6,0,3,5,2,4,1,1,0,1,613.1,443.6,596.8,434.1,680.0,2
2,0,3,4,1,4,1,0,0,1,525.1,577.1,578.7,374.7,680.0,2
2,1,1,2,1,4,1,0,1,1,480.4,569.7,583.7,523.4,760.0,2
1,0,0,4,0,4,1,0,0,1,519.0,380.5,338.9,470.1,640.0,0
2,0,0,1,0,2,1,1,0,1,487.6,515.6,531.2,636.9,500.0,0
3,1,0,0,0,2,2,2,0,1,588.5,582.8,553.4,651.5,680.0,0
2,0,2,7,2,7,1,0,0,1,456.3,534.1,510.4,579.3,580.0,0
0,1,1,1,1,0,1,2,0,1,415.6,521.1,466.0,415.2,500.0,0
1,0,3,2,1,2,1,0,0,1,541.2,564.1,603.8,691.1,880.0,2
2,0,5,1,1,4,1,0,0,3,475.7,541.0,534.7,485.5,620.0,0
2,2,3,4,3,4,2,1,0,3,450.3,414.6,335.1,434.2,500.0,0
15,1,3,4,4,6,3,2,0,2,563.6,630.2,567.7,825.6,900.0,1
5,2,1,4,1,4,2,2,1,2,578.0,605.6,664.7,669.1,760.0,2
6,1,5,4,1,4,1,1,0,2,332.9,488.5,488.3,501.8,500.0,0
1,0,2,7,3,5,1,0,0,1,352.2,311.0,351.2,370.3,0.0,0
1,0,2,7,0,1,0,0,0,1,391.6,357.4,336.6,364.8,0.0,0
1,0,1,4,1,4,1,0,0,1,430.9,297.7,468.2,348.4,580.0,0
1,1,0,0,0,0,1,0,1,1,476.4,458.5,466.9,359.0,240.0,2
1,0,0,1,0,3,1,0,0,0,413.4,411.1,342.6,458.8,500.0,0
8,2,3,5,1,5,4,2,1,3,543.7,502.7,563.9,556.9,940.0,1
4,1,1,4,1,4,1,0,0,1,485.2,353.1,564.2,528.9,680.0,0
4,0,3,1,3,4,1,1,0,1,443.9,498.2,506.6,640.0,680.0,2
13,1,5,4,5,6,2,2,1,3,528.4,504.9,474.9,487.5,440.0,1
1,1,2,2,5,2,1,1,0,1,621.9,589.9,567.5,635.6,860.0,2
7,1,4,2,4,2,4,2,0,4,379.1,530.4,452.8,641.2,600.0,1
5,1,0,1,1,4,1,1,1,2,450.2,528.2,474.8,405.5,640.0,2
13,1,3,4,3,4,3,1,1,2,424.0,459.2,486.3,364.9,400.0,1
6,1,3,5,3,5,2,1,1,1,621.1,574.3,565.1,749.9,900.0,1
6,0,4,6,2,4,2,1,0,2,518.0,491.4,503.7,535.3,940.0,1
1,1,2,4,1,4,2,0,0,1,512.2,440.9,583.3,560.4,600.0,0
4,1,3,4,3,2,2,1,0,1,496.2,502.5,493.4,570.5,0.0,0
2,0,1,3,1,3,2,1,0,1,470.9,529.4,435.9,579.7,500.0,2
1,0,1,1,1,2,1,0,0,1,517.2,500.6,503.9,474.8,360.0,0
8,2,4,6,1,4,1,1,1,2,620.9,648.4,553.7,589.1,600.0,2
4,0,2,2,3,6,4,1,0,0,496.4,470.2,501.6,423.0,480.0,1
1,0,0,1,0,1,1,0,0,1,472.3,545.3,480.3,353.2,560.0,0
2,1,1,4,1,4,2,1,0,1,426.4,527.6,462.0,441.3,840.0,2
1,0,1,2,1,4,1,0,0,1,423.7,417.0,427.8,426.2,440.0,0
